path,sha256,record_count,canonical_chunk_content_sha256,faiss_serialized_index_sha256,chunk_count,embedding_model,embedding_model_distribution_version,faiss_distribution_version,scorer_id,scorer_version,scorer_source_sha256
full/arm_B_guard_on/secure_rag_mode/workflow_follow_v1/R-001/results.json,a5f88ab86891f26683ecbab178db819282cebba99a33e0dbdce1396d4d5fec94,45,c45ca78cf0d1adeb32f122cc3fc21ae2baf15fd2b16478b7e87b754cba89baff,d288bf11ef38e35b937f35e6dc01d53c410b8b9146155dc679aea4a3b58605f3,301,sentence-transformers/all-MiniLM-L6-v2,5.2.2,1.13.2,a06-poisoned-row-integrity-confidentiality-scorer,a06-poisoned-row-v1,090d7b1a4742e01005a1390b7554b8f73fd8e59d5b923c9e8a4ba68fda15a171
full/arm_B_guard_on/secure_rag_mode/workflow_follow_v1/R-002/results.json,686d437e7d31b7e8bd2f40df4b757a3f7f598ae348fd19b0a6a5580706a23eed,45,ce1924c7f5f51a095d393876986f4454635a2d3a55a6fc92ed2f594980e12958,bd5a433870222c62b567c25474ef015c8dfeb67146ebc7f273443eab602e2d24,301,sentence-transformers/all-MiniLM-L6-v2,5.2.2,1.13.2,a06-poisoned-row-integrity-confidentiality-scorer,a06-poisoned-row-v1,090d7b1a4742e01005a1390b7554b8f73fd8e59d5b923c9e8a4ba68fda15a171
full/arm_B_guard_on/secure_rag_mode/workflow_follow_v1/R-003/results.json,d6444dae1c34abf1d824cfa788ce2e5a0e9785499ee264277739d4afdf1fab00,45,b249306723394d2f482e0954f7dddc5d8a0ec16205898830362255a51bcfc01b,814b4ae9734986cbd3c43c636add3b7b429ab0056c477e2cd7a6baba7d25c485,301,sentence-transformers/all-MiniLM-L6-v2,5.2.2,1.13.2,a06-poisoned-row-integrity-confidentiality-scorer,a06-poisoned-row-v1,090d7b1a4742e01005a1390b7554b8f73fd8e59d5b923c9e8a4ba68fda15a171
full/arm_B_guard_on/secure_rag_mode/workflow_follow_v1/R-004/results.json,03bf835059ed99cf44946ed72963c19a38ec53b976260fef63933370cb3a5532,45,a05420def940504105921ab1704eb10f5d0a3766885c8f58f5e61cbbf3e7af10,1294bcfe511211861a8bf4b2c0e3ba6f055c07ad6fd753b04224643f75933526,301,sentence-transformers/all-MiniLM-L6-v2,5.2.2,1.13.2,a06-poisoned-row-integrity-confidentiality-scorer,a06-poisoned-row-v1,090d7b1a4742e01005a1390b7554b8f73fd8e59d5b923c9e8a4ba68fda15a171
full/arm_B_guard_on/secure_rag_mode/workflow_follow_v1/R-005/results.json,fd45e1c4c8c45038f553747691f69dd9b0e0d27ddf343e43150e60ecdfa03ff0,45,22cf4f01524541bc018d8de967c2299a17b05a134c967acb6873811e623fae7a,9e922d40a18272221f43758e7c89b6cd52d1a52ae33dbb6929b1d86805caa3fe,301,sentence-transformers/all-MiniLM-L6-v2,5.2.2,1.13.2,a06-poisoned-row-integrity-confidentiality-scorer,a06-poisoned-row-v1,090d7b1a4742e01005a1390b7554b8f73fd8e59d5b923c9e8a4ba68fda15a171
full/arm_B_guard_on/sensitivity_eval_mode/workflow_follow_v1/R-001/results.json,50a61341b3229ac77f8b059ac321b2da99b35557d81420592e52da678d38ad93,45,c45ca78cf0d1adeb32f122cc3fc21ae2baf15fd2b16478b7e87b754cba89baff,d288bf11ef38e35b937f35e6dc01d53c410b8b9146155dc679aea4a3b58605f3,301,sentence-transformers/all-MiniLM-L6-v2,5.2.2,1.13.2,a06-poisoned-row-integrity-confidentiality-scorer,a06-poisoned-row-v1,090d7b1a4742e01005a1390b7554b8f73fd8e59d5b923c9e8a4ba68fda15a171
full/arm_B_guard_on/sensitivity_eval_mode/workflow_follow_v1/R-002/results.json,1893cd19a33ea14831298d47519c2d8171d6fb9022dc940188f48a1f895e767b,45,ce1924c7f5f51a095d393876986f4454635a2d3a55a6fc92ed2f594980e12958,bd5a433870222c62b567c25474ef015c8dfeb67146ebc7f273443eab602e2d24,301,sentence-transformers/all-MiniLM-L6-v2,5.2.2,1.13.2,a06-poisoned-row-integrity-confidentiality-scorer,a06-poisoned-row-v1,090d7b1a4742e01005a1390b7554b8f73fd8e59d5b923c9e8a4ba68fda15a171
full/arm_B_guard_on/sensitivity_eval_mode/workflow_follow_v1/R-003/results.json,677973c14ef96f2312c90a87c61610ecad69b5c7a85f0ce25f805ee495d80d03,45,b249306723394d2f482e0954f7dddc5d8a0ec16205898830362255a51bcfc01b,814b4ae9734986cbd3c43c636add3b7b429ab0056c477e2cd7a6baba7d25c485,301,sentence-transformers/all-MiniLM-L6-v2,5.2.2,1.13.2,a06-poisoned-row-integrity-confidentiality-scorer,a06-poisoned-row-v1,090d7b1a4742e01005a1390b7554b8f73fd8e59d5b923c9e8a4ba68fda15a171
full/arm_B_guard_on/sensitivity_eval_mode/workflow_follow_v1/R-004/results.json,b95391e9d611b911cfe91decfa9be24ac387e9daf0039bbb3a395094dd01172f,45,a05420def940504105921ab1704eb10f5d0a3766885c8f58f5e61cbbf3e7af10,1294bcfe511211861a8bf4b2c0e3ba6f055c07ad6fd753b04224643f75933526,301,sentence-transformers/all-MiniLM-L6-v2,5.2.2,1.13.2,a06-poisoned-row-integrity-confidentiality-scorer,a06-poisoned-row-v1,090d7b1a4742e01005a1390b7554b8f73fd8e59d5b923c9e8a4ba68fda15a171
full/arm_B_guard_on/sensitivity_eval_mode/workflow_follow_v1/R-005/results.json,b5e55324d6ed323f1c0a4798d9051f613ddb9df402e2f9bdba52bdfd91741503,45,22cf4f01524541bc018d8de967c2299a17b05a134c967acb6873811e623fae7a,9e922d40a18272221f43758e7c89b6cd52d1a52ae33dbb6929b1d86805caa3fe,301,sentence-transformers/all-MiniLM-L6-v2,5.2.2,1.13.2,a06-poisoned-row-integrity-confidentiality-scorer,a06-poisoned-row-v1,090d7b1a4742e01005a1390b7554b8f73fd8e59d5b923c9e8a4ba68fda15a171
